District_Name,UnitName,FIR_YEAR,FIR_MONTH,FIR_Day,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,IOName,Place of Offence,Male,Female,Boy,Girl,VICTIM COUNT,Accused Count,Arrested Count	No.,Accused_ChargeSheeted Count,Conviction Count
Chamarajanagar,Chamarajanagar Rural PS,2021,6,5,Heinous,Pending Trial,Online,POCSO,POCSO Assault,15.452848,77.650654,IPC Section 463,N.S.KUMAR (PSI),"Near Main Market / Junction, Chamarajanagar",0,2,0,0,2,4,4,4,0
Udupi,Udupi Town PS,2023,4,7,Non Heinous,UI,Oral,BURGLARY,House Breaking by Day,16.899303,76.308636,IPC Section 474,M.S.PATIL (PSI),"Near Main Market / Junction, Udupi",0,2,1,0,2,1,0,1,0
Bagalkot,Bagalkot Town PS,2024,6,10,Non Heinous,UI,Written,FRAUD,Financial Scam,16.644641,77.469619,IPC Section 461,M.S.PATIL (PSI),"Near Main Market / Junction, Bagalkot",0,1,0,0,1,2,2,0,0
Mysuru Dist,Mysuru Dist Rural PS,2024,8,26,Heinous,Compounded,Typed,MURDER,Dowry Murder,16.510173,76.041693,IPC Section 490,M.S.PATIL (PSI),"Near Main Market / Junction, Mysuru Dist",0,3,0,0,3,2,1,2,0
Chitradurga,Chitradurga Central PS,2024,5,10,Non Heinous,Pending Trial,Online,THEFT,Pickpocketing,16.921998,77.673434,IPC Section 347,S.B.DEVAR (PSI),"Near Main Market / Junction, Chitradurga",3,0,0,1,3,1,0,0,0
Dharwad,Dharwad Traffic PS,2023,1,28,Heinous,Compounded,Online,POCSO,Child Abuse,17.534825,75.212939,IPC Section 302,R S BIRADAR (PI),"Near Main Market / Junction, Dharwad",3,0,0,0,3,4,2,2,0
Ballari,Ballari Rural PS,2022,4,27,Non Heinous,UI,Online,RIOTS,Student Riots,13.11299,78.159908,IPC Section 484,M.S.PATIL (PSI),"Near Main Market / Junction, Ballari",2,0,0,0,2,1,1,1,0
Hassan,Hassan Town PS,2025,8,24,Non Heinous,Traced,Oral,BURGLARY,Shop Burglary,17.502571,76.506656,IPC Section 438,K.V.RAMESH (PI),"Near Main Market / Junction, Hassan",3,0,0,0,3,4,3,4,0
Belagavi City,Belagavi City Central PS,2023,2,21,Heinous,Convicted,Typed,POCSO,POCSO Assault,12.822786,77.256391,IPC Section 458,G.H.KUPPI (PSI),"Near Main Market / Junction, Belagavi City",0,2,1,0,2,1,0,0,1
Coastal Security Police,Coastal Security Police Cyber Crime PS,2022,7,1,Heinous,Convicted,Online,POCSO,POCSO Assault,17.055305,74.767399,IPC Section 425,G.H.KUPPI (PSI),"Near Main Market / Junction, Coastal Security Police",1,0,0,0,1,2,1,2,2
Mandya,Mandya Town PS,2024,6,1,Heinous,Pending Trial,Written,POCSO,Child Abuse,15.339112,75.483496,IPC Section 410,N.S.KUMAR (PSI),"Near Main Market / Junction, Mandya",0,3,0,0,3,3,2,1,0
Vijayapur,Vijayapur Town PS,2024,2,25,Non Heinous,Dis/Acq,Typed,CYBER CRIME,UPI Fraud,16.969253,76.989571,IPC Section 490,N.S.KUMAR (PSI),"Near Main Market / Junction, Vijayapur",0,2,0,0,2,3,3,0,0
Belagavi Dist,Belagavi Dist Central PS,2022,10,28,Non Heinous,Transfered,Written,THEFT,Chain Snatching,12.009982,78.038463,IPC Section 340,M.S.PATIL (PSI),"Near Main Market / Junction, Belagavi Dist",2,1,0,0,3,3,0,1,0
Udupi,Udupi Cyber Crime PS,2024,9,13,Heinous,Traced,Oral,KIDNAPPING,Abduction,13.428567,76.949712,IPC Section 309,M.S.PATIL (PSI),"Near Main Market / Junction, Udupi",3,0,0,0,3,2,2,0,0
Chickballapura,Chickballapura Cyber Crime PS,2022,4,10,Non Heinous,Dis/Acq,Written,ASSAULT,Assault on Public Servant,15.543166,77.389088,IPC Section 479,A.K.NAIK (PI),"Near Main Market / Junction, Chickballapura",3,0,0,0,3,4,0,2,0
Ballari,Ballari Town PS,2023,10,9,Non Heinous,Convicted,Oral,BURGLARY,House Breaking by Day,13.459484,74.177371,IPC Section 479,A.K.NAIK (PI),"Near Main Market / Junction, Ballari",1,0,0,0,1,2,0,1,1
Koppal,Koppal Rural PS,2023,6,5,Non Heinous,Convicted,Online,FRAUD,Cheating,11.866873,74.857608,IPC Section 412,G.H.KUPPI (PSI),"Near Main Market / Junction, Koppal",1,0,0,0,1,4,2,3,2
Belagavi City,Belagavi City Traffic PS,2024,4,26,Non Heinous,Traced,Oral,ASSAULT,Assault on Public Servant,12.883483,78.096229,IPC Section 355,S.B.DEVAR (PSI),"Near Main Market / Junction, Belagavi City",0,1,0,0,1,3,1,3,0
Bagalkot,Bagalkot Central PS,2023,12,18,Heinous,UI,Oral,KIDNAPPING,Abduction,14.386502,77.191633,IPC Section 317,M.S.PATIL (PSI),"Near Main Market / Junction, Bagalkot",3,0,0,0,3,1,1,0,0
Hassan,Hassan Rural PS,2023,2,20,Heinous,Pending Trial,Online,KIDNAPPING,Kidnapping for Ransom,14.561287,74.399301,IPC Section 318,R S BIRADAR (PI),"Near Main Market / Junction, Hassan",1,1,0,0,2,1,0,1,0
Ramanagara,Ramanagara Town PS,2023,8,8,Non Heinous,UI,Written,NARCOTICS,Drug Peddling,15.869635,75.906149,IPC Section 405,K.V.RAMESH (PI),"Near Main Market / Junction, Ramanagara",3,0,0,1,3,3,2,0,0
Coastal Security Police,Coastal Security Police Traffic PS,2021,6,12,Heinous,Convicted,Typed,MURDER,Dowry Murder,15.268543,76.778505,IPC Section 325,M.S.PATIL (PSI),"Near Main Market / Junction, Coastal Security Police",3,0,0,0,3,1,0,1,1
Bengaluru Urban,Bengaluru Urban Central PS,2023,6,11,Non Heinous,Compounded,Oral,CYBER CRIME,Phishing Scam,15.128447,74.945148,IPC Section 439,A.K.NAIK (PI),"Near Main Market / Junction, Bengaluru Urban",0,1,0,0,1,4,4,3,0
Mysuru City,Mysuru City Cyber Crime PS,2023,2,4,Heinous,UI,Typed,POCSO,Child Abuse,17.241356,76.13272,IPC Section 486,R S BIRADAR (PI),"Near Main Market / Junction, Mysuru City",0,1,0,0,1,2,0,2,0
Bidar,Bidar Central PS,2023,10,26,Non Heinous,Convicted,Typed,RIOTS,Communal Riots,16.234074,74.717702,IPC Section 498,N.S.KUMAR (PSI),"Near Main Market / Junction, Bidar",2,1,0,0,3,1,0,1,1
Bengaluru Dist,Bengaluru Dist Traffic PS,2022,2,24,Non Heinous,UI,Written,BURGLARY,House Breaking by Night,14.749539,75.917623,IPC Section 385,M.S.PATIL (PSI),"Near Main Market / Junction, Bengaluru Dist",2,1,0,0,3,3,1,1,0
Hubballi Dharwad City,Hubballi Dharwad City Cyber Crime PS,2024,10,9,Heinous,Traced,Typed,POCSO,POCSO Assault,17.3939,77.905913,IPC Section 452,A.K.NAIK (PI),"Near Main Market / Junction, Hubballi Dharwad City",0,3,0,0,3,3,1,1,0
Chitradurga,Chitradurga Central PS,2025,8,27,Non Heinous,Traced,Typed,NARCOTICS,Drug Peddling,12.114312,74.968191,IPC Section 376,G.H.KUPPI (PSI),"Near Main Market / Junction, Chitradurga",0,3,0,0,3,1,1,0,0
Coastal Security Police,Coastal Security Police Traffic PS,2022,9,15,Non Heinous,Pending Trial,Typed,RIOTS,Communal Riots,14.506393,76.639251,IPC Section 453,G.H.KUPPI (PSI),"Near Main Market / Junction, Coastal Security Police",3,0,0,0,3,4,4,1,0
Gadag,Gadag Rural PS,2024,2,7,Non Heinous,Pending Trial,Written,FRAUD,Cheating,13.888229,77.424507,IPC Section 456,S.B.DEVAR (PSI),"Near Main Market / Junction, Gadag",0,2,0,0,2,1,1,1,0
Bengaluru Dist,Bengaluru Dist Rural PS,2022,1,17,Non Heinous,Convicted,Online,THEFT,Chain Snatching,14.262436,76.497152,IPC Section 318,S.B.DEVAR (PSI),"Near Main Market / Junction, Bengaluru Dist",1,2,0,0,3,2,0,2,1
Bagalkot,Bagalkot Traffic PS,2024,11,5,Non Heinous,Transfered,Oral,ASSAULT,Assault on Public Servant,14.053935,74.863218,IPC Section 486,M.S.PATIL (PSI),"Near Main Market / Junction, Bagalkot",1,0,0,0,1,3,2,3,0
Bengaluru Rural,Bengaluru Rural Rural PS,2021,4,16,Non Heinous,Traced,Typed,NARCOTICS,NDPS Possession,11.946759,77.84294,IPC Section 325,A.K.NAIK (PI),"Near Main Market / Junction, Bengaluru Rural",0,1,0,0,1,3,1,2,0
Ramanagara,Ramanagara Town PS,2023,2,7,Heinous,Compounded,Online,MURDER,Attempt to Murder,14.138017,76.736043,IPC Section 402,S.B.DEVAR (PSI),"Near Main Market / Junction, Ramanagara",2,1,0,1,3,2,2,2,0
Chamarajanagar,Chamarajanagar Central PS,2023,6,7,Non Heinous,Pending Trial,Online,RIOTS,Group Clash,15.772315,76.951962,IPC Section 381,G.H.KUPPI (PSI),"Near Main Market / Junction, Chamarajanagar",1,2,0,0,3,1,0,0,0
Belagavi City,Belagavi City Rural PS,2025,8,16,Non Heinous,Pending Trial,Online,ASSAULT,Assault on Public Servant,12.333366,74.792924,IPC Section 325,G.H.KUPPI (PSI),"Near Main Market / Junction, Belagavi City",2,1,0,0,3,3,2,3,0
Belagavi Dist,Belagavi Dist Central PS,2022,1,27,Heinous,Convicted,Typed,KIDNAPPING,Kidnapping of Children,16.504525,75.627853,IPC Section 475,M.S.PATIL (PSI),"Near Main Market / Junction, Belagavi Dist",0,2,1,0,2,3,2,2,1
Ballari,Ballari Town PS,2023,6,27,Non Heinous,UI,Online,ASSAULT,Assault on Public Servant,12.167232,76.970042,IPC Section 398,A.K.NAIK (PI),"Near Main Market / Junction, Ballari",0,1,0,0,1,1,0,0,0
Hubballi Dharwad City,Hubballi Dharwad City Central PS,2025,6,22,Non Heinous,Compounded,Oral,BURGLARY,Shop Burglary,14.187912,74.945466,IPC Section 392,R S BIRADAR (PI),"Near Main Market / Junction, Hubballi Dharwad City",1,1,0,1,2,1,0,0,0
Chikkamagaluru,Chikkamagaluru Town PS,2022,11,2,Heinous,Convicted,Written,KIDNAPPING,Abduction,14.016612,74.95762,IPC Section 313,M.S.PATIL (PSI),"Near Main Market / Junction, Chikkamagaluru",1,1,0,0,2,3,3,3,2
Yadgir,Yadgir Central PS,2023,7,27,Heinous,Transfered,Online,MURDER,Murder due to Enmity,15.53432,76.299,IPC Section 378,G.H.KUPPI (PSI),"Near Main Market / Junction, Yadgir",0,3,0,0,3,1,0,0,0
Hubballi Dharwad City,Hubballi Dharwad City Cyber Crime PS,2023,12,4,Non Heinous,Compounded,Online,FRAUD,Embezzlement,17.357394,74.704433,IPC Section 422,K.V.RAMESH (PI),"Near Main Market / Junction, Hubballi Dharwad City",3,0,0,0,3,2,0,1,0
Yadgir,Yadgir Traffic PS,2023,3,27,Heinous,Traced,Oral,MURDER,Dowry Murder,16.293766,76.515786,IPC Section 300,G.H.KUPPI (PSI),"Near Main Market / Junction, Yadgir",1,0,0,0,1,4,2,4,0
Hassan,Hassan Central PS,2023,12,9,Non Heinous,Convicted,Written,BURGLARY,House Breaking by Day,13.238995,75.8842,IPC Section 329,K.V.RAMESH (PI),"Near Main Market / Junction, Hassan",2,1,0,0,3,2,2,1,2
Hubballi Dharwad City,Hubballi Dharwad City Rural PS,2024,8,6,Heinous,Pending Trial,Typed,POCSO,Child Abuse,14.48736,76.635238,IPC Section 317,M.S.PATIL (PSI),"Near Main Market / Junction, Hubballi Dharwad City",1,1,0,1,2,4,4,0,0
Bidar,Bidar Central PS,2022,8,14,Non Heinous,Pending Trial,Typed,ASSAULT,Assault on Public Servant,16.249973,75.011366,IPC Section 463,G.H.KUPPI (PSI),"Near Main Market / Junction, Bidar",2,0,0,0,2,3,0,0,0
Tumakuru,Tumakuru Rural PS,2021,9,22,Non Heinous,Pending Trial,Written,ASSAULT,Assault on Public Servant,16.367338,74.687263,IPC Section 452,R S BIRADAR (PI),"Near Main Market / Junction, Tumakuru",0,3,0,0,3,1,1,1,0
Bidar,Bidar Central PS,2022,3,4,Non Heinous,Convicted,Online,ASSAULT,Assault on Public Servant,14.27591,76.117711,IPC Section 438,M.S.PATIL (PSI),"Near Main Market / Junction, Bidar",3,0,0,0,3,3,2,0,1
Bengaluru Rural,Bengaluru Rural Rural PS,2021,4,28,Non Heinous,Pending Trial,Written,FRAUD,Forgery,13.412408,75.509298,IPC Section 349,K.V.RAMESH (PI),"Near Main Market / Junction, Bengaluru Rural",0,1,0,0,1,1,1,0,0
Raichur,Raichur Traffic PS,2025,1,14,Non Heinous,BoundOver,Online,NARCOTICS,Drug Peddling,13.013796,74.756865,IPC Section 483,A.K.NAIK (PI),"Near Main Market / Junction, Raichur",2,1,0,1,3,3,3,3,0
Coastal Security Police,Coastal Security Police Central PS,2021,8,3,Non Heinous,UI,Written,CYBER CRIME,Social Media Harassment,12.880578,75.146267,IPC Section 318,K.V.RAMESH (PI),"Near Main Market / Junction, Coastal Security Police",0,1,1,0,1,2,1,2,0
Mangaluru City,Mangaluru City Traffic PS,2022,4,1,Non Heinous,Transfered,Online,NARCOTICS,NDPS Possession,13.388373,76.665355,IPC Section 370,S.B.DEVAR (PSI),"Near Main Market / Junction, Mangaluru City",0,2,0,0,2,1,1,0,0
Bagalkot,Bagalkot Traffic PS,2024,3,23,Non Heinous,Pending Trial,Typed,NARCOTICS,NDPS Possession,13.627468,77.530224,IPC Section 388,K.V.RAMESH (PI),"Near Main Market / Junction, Bagalkot",0,2,1,0,2,1,1,0,0
Davanagere,Davanagere Traffic PS,2023,2,20,Non Heinous,Traced,Typed,ASSAULT,Assault on Public Servant,17.070206,75.405523,IPC Section 408,A.K.NAIK (PI),"Near Main Market / Junction, Davanagere",1,0,0,0,1,2,1,1,0
Bidar,Bidar Cyber Crime PS,2025,10,26,Heinous,UI,Online,KIDNAPPING,Kidnapping for Ransom,12.044231,75.426851,IPC Section 410,G.H.KUPPI (PSI),"Near Main Market / Junction, Bidar",2,1,0,0,3,2,0,0,0
Mysuru Dist,Mysuru Dist Central PS,2021,11,12,Non Heinous,Traced,Oral,RIOTS,Group Clash,12.341765,75.701354,IPC Section 349,A.K.NAIK (PI),"Near Main Market / Junction, Mysuru Dist",2,0,0,0,2,3,2,0,0
Davanagere,Davanagere Central PS,2021,3,26,Non Heinous,Traced,Typed,NARCOTICS,Ganja Seizure,12.527349,74.422666,IPC Section 335,R S BIRADAR (PI),"Near Main Market / Junction, Davanagere",0,1,0,0,1,1,0,1,0
Bengaluru Rural,Bengaluru Rural Rural PS,2023,1,22,Non Heinous,Pending Trial,Written,RIOTS,Group Clash,16.117847,76.991695,IPC Section 476,R S BIRADAR (PI),"Near Main Market / Junction, Bengaluru Rural",0,3,0,0,3,4,3,4,0
Kalaburagi City,Kalaburagi City Rural PS,2021,3,25,Heinous,Convicted,Online,MURDER,Attempt to Murder,14.363219,76.754909,IPC Section 458,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi City",2,1,0,0,3,1,1,0,1
Kalaburagi City,Kalaburagi City Rural PS,2024,7,11,Non Heinous,Traced,Oral,RIOTS,Political Riots,16.794952,75.074896,IPC Section 307,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi City",0,3,0,0,3,2,1,0,0
Chickballapura,Chickballapura Traffic PS,2022,7,18,Non Heinous,Traced,Oral,NARCOTICS,NDPS Possession,14.142514,78.169037,IPC Section 499,A.K.NAIK (PI),"Near Main Market / Junction, Chickballapura",1,0,0,0,1,2,2,0,0
Haveri,Haveri Traffic PS,2022,5,26,Heinous,Pending Trial,Written,KIDNAPPING,Kidnapping for Ransom,14.446111,77.659423,IPC Section 496,M.S.PATIL (PSI),"Near Main Market / Junction, Haveri",1,2,0,0,3,4,0,0,0
Mysuru Dist,Mysuru Dist Traffic PS,2023,7,20,Non Heinous,BoundOver,Oral,BURGLARY,Shop Burglary,12.001251,77.029519,IPC Section 436,A.K.NAIK (PI),"Near Main Market / Junction, Mysuru Dist",0,2,0,0,2,2,1,1,0
Bengaluru Rural,Bengaluru Rural Central PS,2023,12,23,Heinous,Traced,Typed,KIDNAPPING,Kidnapping for Ransom,11.844561,74.538747,IPC Section 484,K.V.RAMESH (PI),"Near Main Market / Junction, Bengaluru Rural",1,0,0,0,1,4,1,4,0
Vijayanagara,Vijayanagara Central PS,2021,10,14,Non Heinous,UI,Typed,NARCOTICS,NDPS Possession,13.864084,74.781053,IPC Section 467,N.S.KUMAR (PSI),"Near Main Market / Junction, Vijayanagara",0,2,0,0,2,3,0,1,0
Bengaluru Urban,Bengaluru Urban Cyber Crime PS,2023,5,5,Non Heinous,Convicted,Typed,RIOTS,Group Clash,14.578192,78.452348,IPC Section 343,K.V.RAMESH (PI),"Near Main Market / Junction, Bengaluru Urban",2,1,1,0,3,2,1,1,2
Tumakuru,Tumakuru Town PS,2025,4,2,Non Heinous,Traced,Oral,RIOTS,Group Clash,17.308787,75.523805,IPC Section 488,N.S.KUMAR (PSI),"Near Main Market / Junction, Tumakuru",0,1,0,0,1,1,0,1,0
Mysuru City,Mysuru City Traffic PS,2025,8,24,Non Heinous,Pending Trial,Typed,NARCOTICS,NDPS Possession,16.149385,77.872338,IPC Section 351,A.K.NAIK (PI),"Near Main Market / Junction, Mysuru City",1,2,0,0,3,4,3,4,0
Yadgir,Yadgir Traffic PS,2024,2,9,Non Heinous,Traced,Typed,NARCOTICS,Ganja Seizure,17.989142,75.71704,IPC Section 336,A.K.NAIK (PI),"Near Main Market / Junction, Yadgir",1,0,0,1,1,4,4,3,0
Belagavi City,Belagavi City Town PS,2023,10,1,Non Heinous,Compounded,Online,ASSAULT,Grievous Hurt,15.654949,77.808722,IPC Section 332,R S BIRADAR (PI),"Near Main Market / Junction, Belagavi City",0,1,0,0,1,2,2,1,0
K.G.F,K.G.F Rural PS,2024,8,17,Non Heinous,Pending Trial,Oral,ASSAULT,Assault on Women,15.784588,74.163466,IPC Section 381,M.S.PATIL (PSI),"Near Main Market / Junction, K.G.F",2,1,0,1,3,3,1,1,0
Bengaluru Rural,Bengaluru Rural Cyber Crime PS,2021,9,1,Non Heinous,Convicted,Typed,ASSAULT,Assault on Public Servant,13.143563,77.990832,IPC Section 329,A.K.NAIK (PI),"Near Main Market / Junction, Bengaluru Rural",1,0,0,0,1,2,2,2,2
Bengaluru Urban,Bengaluru Urban Town PS,2022,12,17,Non Heinous,Traced,Typed,RIOTS,Student Riots,14.657147,78.184025,IPC Section 439,N.S.KUMAR (PSI),"Near Main Market / Junction, Bengaluru Urban",0,1,0,0,1,3,3,1,0
Shivamogga,Shivamogga Central PS,2023,11,17,Non Heinous,Traced,Oral,BURGLARY,Shop Burglary,13.509823,76.589608,IPC Section 456,G.H.KUPPI (PSI),"Near Main Market / Junction, Shivamogga",1,0,0,0,1,4,0,4,0
Tumakuru,Tumakuru Central PS,2023,8,15,Non Heinous,Traced,Typed,BURGLARY,Shop Burglary,15.00927,74.661544,IPC Section 339,S.B.DEVAR (PSI),"Near Main Market / Junction, Tumakuru",1,0,0,0,1,3,0,2,0
Uttara Kannada,Uttara Kannada Town PS,2022,2,1,Heinous,Dis/Acq,Oral,POCSO,POCSO Assault,14.716938,74.949873,IPC Section 415,K.V.RAMESH (PI),"Near Main Market / Junction, Uttara Kannada",0,2,0,0,2,1,0,0,0
Ramanagara,Ramanagara Central PS,2022,7,24,Non Heinous,Pending Trial,Written,NARCOTICS,Drug Peddling,17.443696,78.269707,IPC Section 412,R S BIRADAR (PI),"Near Main Market / Junction, Ramanagara",2,1,0,0,3,1,1,1,0
Chikkamagaluru,Chikkamagaluru Traffic PS,2023,9,14,Non Heinous,Convicted,Oral,NARCOTICS,Ganja Seizure,12.579666,74.939674,IPC Section 303,G.H.KUPPI (PSI),"Near Main Market / Junction, Chikkamagaluru",0,1,1,0,1,2,2,1,2
Hassan,Hassan Town PS,2023,6,17,Non Heinous,Convicted,Online,BURGLARY,House Breaking by Day,16.752777,78.23479,IPC Section 457,S.B.DEVAR (PSI),"Near Main Market / Junction, Hassan",1,2,0,0,3,3,3,0,3
Raichur,Raichur Town PS,2023,4,20,Non Heinous,UI,Online,NARCOTICS,Drug Peddling,14.616269,78.120788,IPC Section 351,S.B.DEVAR (PSI),"Near Main Market / Junction, Raichur",1,2,0,1,3,1,1,1,0
Mysuru City,Mysuru City Cyber Crime PS,2021,3,19,Heinous,Convicted,Oral,MURDER,Attempt to Murder,13.254887,76.167068,IPC Section 495,S.B.DEVAR (PSI),"Near Main Market / Junction, Mysuru City",1,1,0,0,2,3,2,0,1
Chamarajanagar,Chamarajanagar Town PS,2024,7,16,Non Heinous,Dis/Acq,Written,NARCOTICS,Drug Peddling,15.676676,74.69213,IPC Section 429,A.K.NAIK (PI),"Near Main Market / Junction, Chamarajanagar",1,0,0,0,1,1,1,1,0
Mangaluru City,Mangaluru City Rural PS,2025,6,1,Non Heinous,Traced,Oral,BURGLARY,House Breaking by Night,16.670788,74.743366,IPC Section 466,A.K.NAIK (PI),"Near Main Market / Junction, Mangaluru City",0,3,1,0,3,3,1,0,0
Ballari,Ballari Rural PS,2023,4,9,Non Heinous,Traced,Oral,NARCOTICS,NDPS Possession,12.417355,77.616419,IPC Section 351,G.H.KUPPI (PSI),"Near Main Market / Junction, Ballari",0,2,0,0,2,2,0,2,0
Dakshina Kannada,Dakshina Kannada Town PS,2024,12,23,Heinous,UI,Written,MURDER,Murder due to Enmity,16.807844,75.429005,IPC Section 329,G.H.KUPPI (PSI),"Near Main Market / Junction, Dakshina Kannada",1,1,0,0,2,3,0,1,0
Bengaluru City,Bengaluru City Town PS,2022,4,5,Non Heinous,Convicted,Typed,RIOTS,Political Riots,14.608809,76.370657,IPC Section 427,S.B.DEVAR (PSI),"Near Main Market / Junction, Bengaluru City",0,2,1,0,2,1,1,0,1
Hubballi Dharwad City,Hubballi Dharwad City Town PS,2021,4,22,Non Heinous,UI,Online,THEFT,Bicycle Theft,11.958959,74.37135,IPC Section 491,A.K.NAIK (PI),"Near Main Market / Junction, Hubballi Dharwad City",0,1,0,0,1,4,0,4,0
Hassan,Hassan Town PS,2022,8,3,Non Heinous,Dis/Acq,Oral,FRAUD,Forgery,11.824169,76.115186,IPC Section 385,A.K.NAIK (PI),"Near Main Market / Junction, Hassan",1,1,0,0,2,1,0,0,0
Raichur,Raichur Cyber Crime PS,2025,7,21,Non Heinous,Convicted,Oral,RIOTS,Political Riots,17.042933,75.86918,IPC Section 371,R S BIRADAR (PI),"Near Main Market / Junction, Raichur",0,1,0,0,1,3,2,0,3
Mysuru City,Mysuru City Central PS,2023,1,16,Non Heinous,Transfered,Oral,CYBER CRIME,Social Media Harassment,16.611094,74.214759,IPC Section 362,N.S.KUMAR (PSI),"Near Main Market / Junction, Mysuru City",0,1,0,0,1,2,1,1,0
Chickballapura,Chickballapura Central PS,2023,9,4,Non Heinous,Convicted,Oral,CYBER CRIME,Social Media Harassment,18.073298,77.381881,IPC Section 303,K.V.RAMESH (PI),"Near Main Market / Junction, Chickballapura",3,0,0,0,3,2,0,1,1
Belagavi Dist,Belagavi Dist Rural PS,2024,3,9,Non Heinous,Dis/Acq,Typed,BURGLARY,House Breaking by Night,18.094736,75.640935,IPC Section 461,A.K.NAIK (PI),"Near Main Market / Junction, Belagavi Dist",0,2,0,0,2,3,3,0,0
Coastal Security Police,Coastal Security Police Central PS,2022,7,18,Non Heinous,BoundOver,Typed,THEFT,Theft from House,17.040043,74.90868,IPC Section 448,N.S.KUMAR (PSI),"Near Main Market / Junction, Coastal Security Police",0,2,0,0,2,4,4,0,0
Mysuru City,Mysuru City Central PS,2024,1,23,Non Heinous,Dis/Acq,Typed,RIOTS,Communal Riots,13.673528,74.519393,IPC Section 437,R S BIRADAR (PI),"Near Main Market / Junction, Mysuru City",0,2,0,0,2,1,1,1,0
Kalaburagi City,Kalaburagi City Traffic PS,2021,6,5,Non Heinous,Traced,Written,RIOTS,Communal Riots,17.717041,76.065518,IPC Section 349,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi City",0,1,0,0,1,2,2,1,0
Kalaburagi,Kalaburagi Rural PS,2023,12,15,Non Heinous,Compounded,Online,BURGLARY,Shop Burglary,14.826699,77.171103,IPC Section 420,K.V.RAMESH (PI),"Near Main Market / Junction, Kalaburagi",1,1,0,0,2,3,2,0,0
Bagalkot,Bagalkot Central PS,2021,2,3,Non Heinous,Convicted,Online,RIOTS,Political Riots,12.059646,77.238083,IPC Section 424,M.S.PATIL (PSI),"Near Main Market / Junction, Bagalkot",0,3,0,0,3,3,3,1,3
Kalaburagi City,Kalaburagi City Traffic PS,2021,1,2,Non Heinous,Traced,Oral,ASSAULT,Assault on Women,12.363896,75.463043,IPC Section 430,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi City",0,3,0,0,3,3,1,2,0
Vijayanagara,Vijayanagara Traffic PS,2024,8,8,Non Heinous,UI,Online,CYBER CRIME,UPI Fraud,12.315872,76.971277,IPC Section 387,A.K.NAIK (PI),"Near Main Market / Junction, Vijayanagara",0,1,0,0,1,2,1,2,0
Gadag,Gadag Town PS,2024,5,24,Heinous,Convicted,Typed,MURDER,Dowry Murder,12.209651,78.098863,IPC Section 429,R S BIRADAR (PI),"Near Main Market / Junction, Gadag",3,0,0,0,3,2,2,1,1
Uttara Kannada,Uttara Kannada Town PS,2022,7,10,Heinous,UI,Oral,POCSO,POCSO Assault,16.454396,76.266537,IPC Section 311,G.H.KUPPI (PSI),"Near Main Market / Junction, Uttara Kannada",0,1,0,0,1,4,0,1,0
Chitradurga,Chitradurga Rural PS,2023,4,25,Heinous,BoundOver,Oral,POCSO,Child Abuse,14.131775,78.178061,IPC Section 349,N.S.KUMAR (PSI),"Near Main Market / Junction, Chitradurga",2,0,0,0,2,1,1,0,0
Davanagere,Davanagere Cyber Crime PS,2024,7,4,Heinous,Traced,Online,POCSO,POCSO Assault,14.425457,76.646454,IPC Section 302,K.V.RAMESH (PI),"Near Main Market / Junction, Davanagere",2,1,0,0,3,3,0,3,0
Uttara Kannada,Uttara Kannada Town PS,2022,2,28,Non Heinous,UI,Oral,CYBER CRIME,Social Media Harassment,16.435125,74.581053,IPC Section 390,A.K.NAIK (PI),"Near Main Market / Junction, Uttara Kannada",0,2,0,0,2,2,1,1,0
Hubballi Dharwad City,Hubballi Dharwad City Traffic PS,2024,8,15,Non Heinous,BoundOver,Typed,FRAUD,Cheating,17.550462,75.868525,IPC Section 314,N.S.KUMAR (PSI),"Near Main Market / Junction, Hubballi Dharwad City",2,0,0,0,2,4,1,2,0
Chikkamagaluru,Chikkamagaluru Cyber Crime PS,2023,6,19,Non Heinous,Pending Trial,Typed,ASSAULT,Assault on Women,13.574279,74.196807,IPC Section 478,A.K.NAIK (PI),"Near Main Market / Junction, Chikkamagaluru",3,0,0,0,3,4,2,3,0
Bagalkot,Bagalkot Cyber Crime PS,2023,1,12,Non Heinous,Convicted,Oral,THEFT,Pickpocketing,18.086219,75.007388,IPC Section 464,K.V.RAMESH (PI),"Near Main Market / Junction, Bagalkot",3,0,0,0,3,3,2,1,3
